Airline,FlightNum,PlanTime,ActualTime,Direction,Airport,City,Country,Terminal,Status,TotalDelay
IZ,640,2024-03-15 04:15:00,2024-03-15 04:15:00,A,CMB,COLOMBO,SRI LANKA,3,CANCELED,0.0
IZ,807,2024-03-15 04:15:00,2024-03-15 04:15:00,D,ETM,RAMON,ISRAEL,3,DEPARTED,0.0
IZ,640,2024-03-15 04:20:00,2024-03-15 04:20:00,A,CMB,COLOMBO,SRI LANKA,3,LANDED,0.0
IZ,413,2024-03-15 04:20:00,2024-03-15 04:20:00,D,BUS,BATUMI,GEORGIA,3,DEPARTED,0.0
6H,44,2024-03-15 04:20:00,2024-03-15 04:20:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
IZ,804,2024-03-15 04:20:00,2024-03-15 04:20:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
6H,583,2024-03-15 04:20:00,2024-03-15 04:20:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED,0.0
UA,85,2024-03-15 04:30:00,2024-03-15 04:30:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
AM,7868,2024-03-15 04:35:00,2024-03-15 04:35:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
AR,7852,2024-03-15 04:35:00,2024-03-15 04:35:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
B6,6450,2024-03-15 05:05:00,2024-03-15 05:05:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
DL,7425,2024-03-15 05:05:00,2024-03-15 05:05:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,2,2024-03-15 05:05:00,2024-03-15 05:05:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
A4,5025,2024-03-15 05:05:00,2024-03-15 05:05:00,A,AER,SOCHI,RUSSIAN FEDERATION,3,LANDED,0.0
IZ,2823,2024-03-15 05:05:00,2024-03-15 05:05:00,D,ETM,RAMON,ISRAEL,3,CANCELED,0.0
EY,593,2024-03-15 05:15:00,2024-03-15 05:15:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED,0.0
LY,9600,2024-03-15 05:20:00,2024-03-15 05:20:00,A,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,LANDED,0.0
EK,2451,2024-03-15 05:20:00,2024-03-15 05:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
FZ,1082,2024-03-15 05:20:00,2024-03-15 05:20:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
A3,926,2024-03-15 05:20:00,2024-03-15 05:20:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
JU,7620,2024-03-15 05:20:00,2024-03-15 05:20:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
LY,542,2024-03-15 05:20:00,2024-03-15 05:20:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
IZ,2823,2024-03-15 05:20:00,2024-03-15 05:20:00,D,ETM,RAMON,ISRAEL,3,DEPARTED,0.0
6H,47,2024-03-15 05:20:00,2024-03-15 05:20:00,D,ETM,RAMON,ISRAEL,3,DEPARTED,0.0
EK,2363,2024-03-15 05:25:00,2024-03-15 05:25:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
FZ,1211,2024-03-15 05:25:00,2024-03-15 05:25:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
LY,23,2024-03-15 05:30:00,2024-03-15 05:30:00,D,EWR,NEWARK,UNITED STATES,3,DEPARTED,0.0
A4,5026,2024-03-15 05:30:00,2024-03-15 05:30:00,D,AER,SOCHI,RUSSIAN FEDERATION,3,DEPARTED,0.0
B6,6466,2024-03-15 05:30:00,2024-03-15 05:30:00,A,BOS,BOSTON,UNITED STATES,3,LANDED,0.0
DL,7436,2024-03-15 05:35:00,2024-03-15 05:35:00,A,BOS,BOSTON,UNITED STATES,3,LANDED,0.0
LY,16,2024-03-15 05:45:00,2024-03-15 05:45:00,A,BOS,BOSTON,UNITED STATES,3,LANDED,0.0
IZ,808,2024-03-15 05:50:00,2024-03-15 05:50:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
LY,973,2024-03-15 05:50:00,2024-03-15 05:50:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
6H,584,2024-03-15 05:50:00,2024-03-15 05:50:00,A,LCA,LARNACA,CYPRUS,3,LANDED,0.0
A3,927,2024-03-15 06:00:00,2024-03-15 06:00:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
EK,4978,2024-03-15 06:00:00,2024-03-15 06:00:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
ET,418,2024-03-15 06:00:00,2024-03-15 06:00:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED,0.0
FB,1514,2024-03-15 06:00:00,2024-03-15 06:00:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
JU,7621,2024-03-15 06:05:00,2024-03-15 06:05:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
LY,8808,2024-03-15 06:05:00,2024-03-15 06:05:00,A,ADD,ADDIS ABABA,ETHIOPIA,3,LANDED,0.0
EY,594,2024-03-15 06:10:00,2024-03-15 06:10:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
LY,9601,2024-03-15 06:10:00,2024-03-15 06:10:00,D,AUH,ABU DHABI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
EK,2345,2024-03-15 06:10:00,2024-03-15 06:10:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
FZ,1125,2024-03-15 06:10:00,2024-03-15 06:10:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
BZ,703,2024-03-15 06:15:00,2024-03-15 06:15:00,A,ATH,ATHENS,GREECE,3,LANDED,0.0
LY,574,2024-03-15 06:15:00,2024-03-15 06:15:00,A,OTP,BUCHAREST,ROMANIA,3,LANDED,0.0
EK,2364,2024-03-15 06:15:00,2024-03-15 06:15:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
FZ,1212,2024-03-15 06:15:00,2024-03-15 06:15:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
AM,7874,2024-03-15 06:15:00,2024-03-15 06:15:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED,0.0
B6,6462,2024-03-15 06:25:00,2024-03-15 06:25:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED,0.0
LY,6,2024-03-15 06:25:00,2024-03-15 06:25:00,A,LAX,LOS ANGELES,UNITED STATES,3,LANDED,0.0
IZ,815,2024-03-15 06:30:00,2024-03-15 06:30:00,D,ETM,RAMON,ISRAEL,3,DEPARTED,0.0
IZ,2824,2024-03-15 06:30:00,2024-03-15 06:30:00,A,ETM,RAMON,ISRAEL,3,CANCELED,0.0
6H,884,2024-03-15 06:35:00,2024-03-15 06:35:00,A,BUS,BATUMI,GEORGIA,3,LANDED,0.0
LY,327,2024-03-15 06:35:00,2024-03-15 06:35:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
SK,3159,2024-03-15 06:35:00,2024-03-15 06:35:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
LY,375,2024-03-15 06:45:00,2024-03-15 06:45:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED,0.0
TP,8920,2024-03-15 06:45:00,2024-03-15 06:45:00,D,LIS,LISBON,PORTUGAL,3,DEPARTED,0.0
LY,552,2024-03-15 06:45:00,2024-03-15 06:45:00,A,SOF,SOFIA,BULGARIA,3,LANDED,0.0
UX,1301,2024-03-15 06:45:00,2024-03-15 06:45:00,A,MAD,MADRID,SPAIN,3,LANDED,0.0
B6,6482,2024-03-15 07:00:00,2024-03-15 07:00:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
DL,7442,2024-03-15 07:00:00,2024-03-15 07:00:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
LY,26,2024-03-15 07:05:00,2024-03-15 07:05:00,A,EWR,NEWARK,UNITED STATES,3,LANDED,0.0
IZ,511,2024-03-15 07:30:00,2024-03-15 07:30:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED,0.0
IZ,2824,2024-03-15 07:30:00,2024-03-15 07:30:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
AR,7876,2024-03-15 08:00:00,2024-03-15 08:00:00,A,FCO,ROME,ITALY,3,LANDED,0.0
LY,386,2024-03-15 08:00:00,2024-03-15 08:00:00,A,FCO,ROME,ITALY,3,LANDED,0.0
DN,901,2024-03-15 08:05:00,2024-03-15 08:05:00,D,PSA,PISA,ITALY,3,DEPARTED,0.0
LY,5107,2024-03-15 08:05:00,2024-03-15 08:05:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED,0.0
U8,108,2024-03-15 08:20:00,2024-03-15 08:20:00,A,LCA,LARNACA,CYPRUS,3,LANDED,0.0
IZ,211,2024-03-15 08:55:00,2024-03-15 08:55:00,D,ATH,ATHENS,GREECE,3,CANCELED,0.0
LY,2366,2024-03-15 09:00:00,2024-03-15 09:00:00,A,BUD,BUDAPEST,HUNGARY,3,LANDED,0.0
ET,419,2024-03-15 09:00:00,2024-03-15 09:00:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED,0.0
LY,8809,2024-03-15 09:00:00,2024-03-15 09:00:00,D,ADD,ADDIS ABABA,ETHIOPIA,3,DEPARTED,0.0
LY,362,2024-03-15 09:00:00,2024-03-15 09:00:00,A,VIE,VIENNA,AUSTRIA,3,LANDED,0.0
6H,48,2024-03-15 09:05:00,2024-03-15 09:05:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
BZ,702,2024-03-15 09:15:00,2024-03-15 09:15:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
EK,2346,2024-03-15 09:15:00,2024-03-15 09:15:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
FZ,1126,2024-03-15 09:15:00,2024-03-15 09:15:00,D,DXB,DUBAI,UNITED ARAB EMIRATES,3,DEPARTED,0.0
BZ,131,2024-03-15 09:15:00,2024-03-15 09:15:00,A,FCO,ROME,ITALY,3,LANDED,0.0
6H,767,2024-03-15 09:20:00,2024-03-15 09:20:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED,0.0
6H,725,2024-03-15 09:20:00,2024-03-15 09:20:00,D,BUD,BUDAPEST,HUNGARY,3,DEPARTED,0.0
LY,5102,2024-03-15 09:30:00,2024-03-15 09:30:00,A,WAW,WARSAW,POLAND,3,LANDED,0.0
LY,343,2024-03-15 09:30:00,2024-03-15 09:30:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED,0.0
SK,3191,2024-03-15 09:30:00,2024-03-15 09:30:00,D,ZRH,ZURICH,SWITZERLAND,3,DEPARTED,0.0
LY,2372,2024-03-15 09:40:00,2024-03-15 09:40:00,A,BER,BERLIN,GERMANY,3,LANDED,0.0
SK,3154,2024-03-15 09:55:00,2024-03-15 09:55:00,A,BER,BERLIN,GERMANY,3,LANDED,0.0
AF,962,2024-03-15 10:05:00,2024-03-15 10:05:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
DL,8457,2024-03-15 10:15:00,2024-03-15 10:15:00,A,CDG,PARIS,FRANCE,3,LANDED,0.0
LY,5130,2024-03-15 10:20:00,2024-03-15 10:20:00,A,RMO,CHISINAU,MOLDOVA,3,LANDED,0.0
IZ,414,2024-03-15 10:20:00,2024-03-15 10:20:00,A,BUS,BATUMI,GEORGIA,3,LANDED,0.0
LY,346,2024-03-15 10:20:00,2024-03-15 10:20:00,A,GVA,GENEVA,SWITZERLAND,3,LANDED,0.0
LY,5207,2024-03-15 10:20:00,2024-03-15 10:20:00,D,BEG,BELGRADE,SERBIA,3,DEPARTED,0.0
6H,662,2024-03-15 10:20:00,2024-03-15 10:20:00,A,DXB,DUBAI,UNITED ARAB EMIRATES,3,LANDED,0.0
IZ,816,2024-03-15 10:25:00,2024-03-15 10:25:00,A,ETM,RAMON,ISRAEL,3,LANDED,0.0
IZ,211,2024-03-15 10:30:00,2024-03-15 10:30:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
WZ,11,2024-03-15 10:30:00,2024-03-15 10:30:00,A,LED,S.PETERSBURG,RUSSIAN FEDERATION,3,LANDED,0.0
AM,7856,2024-03-15 10:35:00,2024-03-15 10:35:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
AR,7856,2024-03-15 10:45:00,2024-03-15 10:45:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
B6,6456,2024-03-15 10:45:00,2024-03-15 10:45:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
DL,7431,2024-03-15 10:55:00,2024-03-15 10:55:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,8,2024-03-15 10:55:00,2024-03-15 10:55:00,A,JFK,NEW YORK,UNITED STATES,3,LANDED,0.0
LY,382,2024-03-15 11:00:00,2024-03-15 11:00:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
SK,3184,2024-03-15 11:10:00,2024-03-15 11:10:00,A,MXP,MILAN,ITALY,3,LANDED,0.0
U8,109,2024-03-15 11:10:00,2024-03-15 11:10:00,D,LCA,LARNACA,CYPRUS,3,DEPARTED,0.0
UX,1302,2024-03-15 11:10:00,2024-03-15 11:10:00,D,MAD,MADRID,SPAIN,3,DEPARTED,0.0
AM,7871,2024-03-15 11:20:00,2024-03-15 11:20:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
AR,7855,2024-03-15 11:20:00,2024-03-15 11:20:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
B6,6455,2024-03-15 11:30:00,2024-03-15 11:30:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
DL,7430,2024-03-15 11:30:00,2024-03-15 11:30:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
LY,7,2024-03-15 11:40:00,2024-03-15 11:40:00,D,JFK,NEW YORK,UNITED STATES,3,DEPARTED,0.0
AM,7851,2024-03-15 11:40:00,2024-03-15 11:40:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED,0.0
LY,339,2024-03-15 11:45:00,2024-03-15 11:45:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED,0.0
SK,3151,2024-03-15 11:45:00,2024-03-15 11:45:00,D,AMS,AMSTERDAM,NETHERLANDS,3,DEPARTED,0.0
LY,348,2024-03-15 11:45:00,2024-03-15 11:45:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDED,0.0
SK,3188,2024-03-15 11:45:00,2024-03-15 11:45:00,A,ZRH,ZURICH,SWITZERLAND,3,LANDED,0.0
LY,358,2024-03-15 12:00:00,2024-03-15 12:00:00,A,FRA,FRANKFURT,GERMANY,3,LANDED,0.0
LY,387,2024-03-15 12:00:00,2024-03-15 12:00:00,D,MXP,MILAN,ITALY,3,DEPARTED,0.0
SK,3183,2024-03-15 12:00:00,2024-03-15 12:00:00,D,MXP,MILAN,ITALY,3,DEPARTED,0.0
IB,2393,2024-03-15 12:05:00,2024-03-15 12:05:00,A,BCN,BARCELONA,SPAIN,3,LANDED,0.0
LY,394,2024-03-15 12:15:00,2024-03-15 12:15:00,A,BCN,BARCELONA,SPAIN,3,LANDED,0.0
LY,338,2024-03-15 12:15:00,2024-03-15 12:15:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED,0.0
SK,3150,2024-03-15 12:30:00,2024-03-15 12:30:00,A,AMS,AMSTERDAM,NETHERLANDS,3,LANDED,0.0
6H,841,2024-03-15 12:30:00,2024-03-15 12:30:00,D,RMO,CHISINAU,MOLDOVA,3,DEPARTED,0.0
LY,5109,2024-03-15 12:30:00,2024-03-15 12:30:00,D,TBS,TBILISI,GEORGIA,3,DEPARTED,0.0
AM,7853,2024-03-15 12:40:00,2024-03-15 12:40:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
LY,325,2024-03-15 12:45:00,2024-03-15 12:45:00,D,CDG,PARIS,FRANCE,3,DEPARTED,0.0
BZ,462,2024-03-15 12:50:00,2024-03-15 12:50:00,D,PRG,PRAGUE,CZECH REPUBLIC,3,DEPARTED,0.0
6H,561,2024-03-15 12:50:00,2024-03-15 12:50:00,D,ATH,ATHENS,GREECE,3,DEPARTED,0.0
IZ,212,2024-03-15 12:50:00,2024-03-15 12:50:00,A,ATH,ATHENS,GREECE,3,CANCELED,0.0
